uid	text	label
713396	Pagol kuute ke samne roti dalna sahi nahi hai yeh sholay me thakur saab bolke geye the logbog saal	2
707897	IM SO PROUD OF YOUI LOVE YOU congratulations to you all your hom	2
726915	Muslims muslims muslims jab musalmaa ko hi unki khudki izzat ki khud ke desh ki khud ke hone ki khud ki naslo 	0
708238	Hadd hai kamine pan ki Aapko pata hai Ye kev jail gaya hai Ye bina order ke railway platform 	0
728701	Its not vishwas that u guys want Its Modiji that u dont want Even if God comes and t	0
740128	Party and candidates nahi dekhe hoge bas modi ko jitana hey kar ke vote d	1
714505	Nhi g Ham AP ki trha nhi he ptwari ki olad ham Pakistani he aur Pakistan sy pyar krty	2
722273	Tum kabhi nahi sudhroge fact check fir bat kar chut	0
735558	Jai Shri Ram haZ turned out to be the Vande Mataram of the d	1
708199	best wishes for world cup and Eid Mubarak to you from MUZAFFAR Hasan National general secretary L	1
702144	Aarthik madad nahi wo Pakistan ki aawam ka hak tha Aur yeh RSS ke propoganda publication apne pas hi ra	1
723844	Ye kaafi hai ki ham dushman nahin hain Wafadari ka daawa kyun karen hamthinking about Someth	1
708910	Actually inke pass ab naaz karne ke liye kuch bacha hi nahi hai to haqikat pasand b	0
733576	No one Me tryna find the perfect waterme	1
728206	match zaror dekhna dukh phr jhalna ye khel hai talent ka na parchiyo ka base	1
732666	He sort of like caused my love for Pomeranianshere is a picture of her with her chew toy in her li	2
726044	awwwie thank you Lau good morn	2
719034	You mean our problem was being democratic Vivek tum jo katori main attention ki bheek mang rahe ho uspe khoon laga h	0
713152	Greetings to dearest friend shri ji on their birthday maa aashapur bless you with lots of love ha	2
717992	wonda In this month of Ramadan all my positive heart desires and prayers for my family and friends will be granted Insha All	2
723129	marwaadi Roshan Oye Roshan meh JCB ki khudai dekh k aaya Ros	1
708604	spotter Ye sirf pauranik kathaon mein payi jaati thi Vaastavi se iska koi sambandh nahi 	1
720097	BJP leader Vishwas Sarang in Bhopal Tabaadla udyog Congress ki sarkar mein phal raha hai vidhayak is vyapar ke kendrabi par	1
705225	Tum apny Indian ki fikkar Karo Pakistan ko hum khud dykh lyngy Mukti bahini nahi b	1
731039	Up ki sarkar jiski bunyaad pe tiki h wo aaj apne Mukaam pe pahunch gayi laghusan ki deri h f	2
741953	ALVIDA JUMMA MUBARAK TO ALL DUWA KI GUZAR	2
743996	Sir ye Modi ke name pr vot pada h ap Kabhi ao Yamuna Nagar ki Rajiv garden bank calony me Dekho logo 	1
718866	Jyda gyan na pelo Aur democrac ka majak udana band kro Thoda competition Dete aur ye baat bolte to t	2
728950	KHAN Bhai Ankush khush raho Ill pray for u Coz I know Nafrat se kabhi k	2
736545	Now this i too much ab sare tweet arsal ke support meJab jiya ka man nhi and wo chai nhi bana sakti yasit ke l	1
702745	jaaz saab ko salo saal ke pending case ko soultion me maza nahi aata inko to public paise monthly case milj	0
738245	SecretOfPositivity papaji Dhan dhan satguru tera hi aasra Good morning ji mugje 	2
731302	 She is not a bachi piece or maalShe is Reh	1
711709	mat kaho Dil se to nahi ho or wese shakal ka to mjhe pata nahi but aesa matter nahi kr	1
720225	thx to every single memer for making our day u guys r amazingjcb jindabaaJCBKiKud JCBki	2
734859	Nonstop hoga entertainment par kaun dega performance sabse best Watch out for SRGMPLilChamps SatSun 	1
742434	Here To fir jo Atankwad uski Jaat musalman q hoti or jo all ready musalman h woh yeh baat	0
723986	Tum hume yun bhula na pa	1
737553	Soul Tony stark ka dil toh ye leke ghum rha h	2
704443	Gunde saale Ac hall me baith k Mt bhonk be Yogendra aukat h to Gurgaon k kisi ek bnde ka	0
737414	Bengal bjp mei tmc ke kuch galat neta apne app ko bachane ko jogdan kar rahe he isse party ka support barne ke b	1
726700	Im actually not that arsed about Liverpool winning it good on them The Premier League joke still stands they already had	2
719318	happy birthday pretty girlthank u for all the good agnes memories cards soon HAHAHAHA enjoy your d	2
719685	jan Sharam or haya ki qimat lagwai hai is liay to is kute ko ye seat miliy Har haqomat k talway chatny wala hai	0
716219	Sir life ka ek sapna hai kabhe kisi din aap se ek mulakaat kerna log netaaon k fan hote hain mai aap 	1
714905	thank you dear Shahrukh for your love and encourageme	2
713262	mere Bhai yah Shariyat tho pahele se hi india may sirf Muslims ke liyah hai aur rahegi inshal	2
733719	BharatTh Bharat loveuSalsuperb look very hands	2
730635	or bohat Pakhtono ko Pashtunistaan ka nasha charha howa hai aj kal hosh mein a jao wrna sach ki mar parhe gi is 	0
726753	Dhup Aarti Shri Sai Baba Mandir Shirdi May Baba Bless all with all the happiness of the world Om Sai R	2
709677	Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe h	2
720043	abroad property rakh kr chhupane wal respectfull hota he Aqam ne Panama Harami waseem abb	0
727049	Respected rahul sir dont disappoint you U r a great leader Aap ki soch a	2
719215	samedid you watch the BET ON ME perf The choreo is kinda sexy but it fit Shihyun so m	2
741076	Good wala to sahi h thora bt bad ka last ajib	1
704034	Haramzad hamare tukdo pe palta hai hamein aakh dikhata hai kutte tu pagal ho ga	0
725360	Haaye Entry ho toh aisi HeroWali Best part of todays episode ShaheerS YehRis	2
733442	SSidhu IND Inse na ho pay	0
724139	My year old declared her record of watching Badshah on TV times Claims to be your biggest fan She 	1
718846	Nahi mut sorry health department sare hospital band karo Sab ko pehle dhar ka gaumutra do Sab bima	0
729030	main priyanka prakash modi dada ki poti main unse kehna chahti hun ki is baar mere dada ye v sapat le ki dah	2
722594	Its not easy to make it easyLove u bhaji Hanji kida lagy movie Chandiga jina ny 	2
712417	Sir ye election commisio ko gali nai de rhe Ye govt Employee ko gali de rhe Jo election krata 	1
731335	Tu bahut pitega ak din be chutiye sale teri himmat kaise hui voters ko idiots bolne ki abe uj	0
739578	hi pmo good morning modi ji se ek binti hai hum log facbook pe unke liye din raat lage rahe modi ji k p	1
736320	 Salman khanBest fightsceneºΔºmovie SeeInstagram photo b	2
714490	mderchod bhartye sainik likhta h hrami aulad hindu hogya bs desh bhakt ho gaya kisi bhi gali teri m	0
707639	shatram Arey ye meri Didi depressed Ho gyiBechari Chlo din me rr to band hoga Aur ye tweets kuki m	1
737806	Chalo goiz followers hogye hain ab mujhy unfollow mt krna warna Allah pochy ga tum logo ko muslmanoJisko FOllow 	1
727128	Google isnt your best friend when youre sick belie walie haiii	1
718904	Narendra Damodar Modi ji All the best Vadnagar ke kamalka banshiwa Shubh ho apka e ja	2
701681	talented as you I thank god for creating such a perfect and generous personI pray that you will continue to	1
728730	Sach keh raha hai deewana dil dil na kisi se lagana Jhoothe hai pyaar ke waade sare jhoothi hai pyaar ki kas	1
701936	Odisha Thanks sir hamara umid ahi hejai Jagannat swa	1
710559	Pubg ni khelta Tiktok use ni krta Suta ni lagata Girlz ko DM ni krta Will this society accept	1
715663	namaskar sir ji Mere aur se aap ko ek requst hai lakhnpur se satwari chowk tak street light ka 	2
722673	Jo bjp ke saath nahi woh atankwadi h aour jo hindu RSS ke saath nahi woh deshdroh hai aaj kal	0
717068	Sabdo ke marham se ye gahra jakham dur nahi hoga in bacho aur bachiyo ko bhavbhin sardhanj aur pa	2
716439	Im sorry i cant say that Tailor ny eid ke kapre kharab kar diye ha	1
724809	Soch h in logo ki ghatiya jo gareebo ko mar r	0
712827	Modi ji e Jiske Paas Zameen haiuse to aap Kisan Samman Nidhi Yojna Diya salana Dene 	1
706161	Thank you so much Dato inshallah will celebrate the th star tonighty	1
720134	london Join us tomorrow for the opening night of our new exhibition Networks of Knowledge showcasing the institutes Library a	1
718960	Tum chutiya hoo gandu cogress harne wali this sub ko pata tha itne buti tarah haarnegi nahi pata hai la	0
702018	Arey bhau iss bar budget kaam hain naLonavla se direct goregaon filmcity mein set laga ha	2
742965	manniya goyal ji Avdhesh duby ko Jail main dal diya Kripya Traino main jo tte nd police ne jo loot	0
721441	o Saurus I get the intended joke its just not funny Not my sense of humour anyway those crazy ki	1
732574	Ah This is so cuteI love these t	1
700617	Jai Shree Ram mamtaji pranam AAP seen mukhya mantri bank the Aashirwa Jai Shree 	1
720345	abhi voice kir I proud where Im from love you modi ji finally you make digital in	2
739591	baten khtam hi ni hoti to baat hi ni hoti wali journey is less hurting than when they ask you to leave for no rea	1
707613	O hello kaun ho aap What is your identity out side west Bengal Through out the country and in t	0
738713	Pramod tum ko Acharya ki padvi kis ne di Gadhe ko acharya nahi Bol sakte Tumko to ye ek kissa m	0
735265	Bhai Ajay didnt have good last few movies point taken is doing great with continuo	2
715010	sir meri Wife KO hafta ho gya hospital ke chakker lagate abi tk doctor ne koi medisen nhi di a	1
734399	Kutty harami namak haramii gooo back to af	0
700266	Mp me govt kamalnat ki h Wese ek or video viral h jisme aapke shantidu bhai ek dukand	0
716713	Besharam kitna baar tappad kayega Tumara anti national hindu Muslim dukan bhand hogaya Bu	0
728907	Fake video Andh bhakts are forced to circulate to increase popularity r	0
722798	Love the smell of air back at home Dha	2
726042	Hell yeah Does this mean Pepsi Vanilla is coming back I miss it so m	1
736095	digwijay ji ko to aise hi chunaw me harne ka tension ab dusra bhi tension de gya is sant ne wo ye 	1
714239	airport Vimlesh ji Yeh Apna vada nahi nibha rahe Pehle Kaha ki If u purchase any land will be stamp d	0
721196	Ab hamari raksha to bhagvan hi kar sakta hai q ki jahan ka system sarkar hi aaropiyo ko bacha r	1
734663	Congratulations Hon Prime Minister on your victory We want ur back n now finally ur back with prachand bhum	2
729280	Iska toh koi bhi video ya audio dekhna hi nahi hai bewakoof aadmi hai ye is	0
731391	Wtf are pretty eyes EYES ARE FUCKING EYES This video is actually so annoying imagine what other ignorant shit she be	0
737666	din baad Iqbal k shaheeno ko Advance eid msg send krne ka Dhora par j	1
714014	Tum apni taraf aane wali takleefo ko apne gunahon ki saza mat samjhna mera Allah bohat mehrban hai Wo badle nahi	2
740785	BC light kat di abhi toh shuru bhi nahi hua match UCLFinal delhi Upar se garmi ne alag maar rakhi 	0
720844	Rahul Gandhi ko Chowkida Chor hai Ka nara bhut bhari pad gya kuki wo khud ba	1
724005	Stuffs Salman will continue to fuck your chindiwa filmfare So best of luck to you too mote bha	0
739372	Ye sajish ho sakti hai bahut badi Ise halke na le sarkar aur Sena dono kyu bola usne Aisa isko gi	1
723837	No one better than srk His charm his personality his swag ek yessa hero jiski villain role sbse jayda popular ho	2
723830	Sir ye oonki aadat may shumaar hbycot se media or deshwasi ko bhi pata chalegak gandi naali	0
742705	kyu ki ye MamataBa us ravan ki tarah hai jo apne ap ko hi bhagwan samjhne lgi hai aise logo	0
739643	TOO WAQIE BOHT BRA HARAAMI HI NAHI BUL K WALDO ZINAA KI PAIDAWAA HAI TERI MAAN BHI TANGG 	0
710743	Congratulations To our Hounarble prime minister shri Narendar damoder dass modi ji Hum sabi bharat wasi yahi kam	2
738950	If you give me a free place Ill operate as official weatherman on day on your behalf ha	1
712785	Kesy log ho ap yr log tumhe Pakistan ka mustakbi keh ke phir rhy aur usi Mulk ke bando ko galiya do gy Shame y	0
717244	Agar kisika ke naam se entertainment Karke koi apna pet bharta h to usme burai Nahi h bohot sare c	1
729990	Rail Mantri ji tatkal WL ticket per charges kyu lagta hai ye sarkari loot band honi chay	0
725861	Wey ya me vales madres y neta ni siquiera lo inten	0
733081	Gaze Movie bnaye gi Modi love Dolly class fifth ki kaha	1
716812	Grad Walk at Kids are very excited to see and Sam Yeto graduating seniors in t	1
715664	Is it possible Sabhi situatii ko dkhne ke baad nd saari logical chz ke result ko jaannne ke baad aisa hona c	1
730624	ordinance ko tear karna bhi dictatorship hi thi haar ko maniye aur mahnat karke agay bde nahi to pata nahi phir kya h	2
737106	Work hard you will come back strongly Allha has plan for you Inshallh you will rock best wishes for 	2
720437	P m India shri narendra modi ji ko p m banane par bahut bahut badhai ho k k patel Advocate faizabad mb	2
718938	What nonsense pehle Shrenu 	0
724194	Fake love worse than real h	1
716052	Starr In gadho ko batao obama ab president president nahi hai aur usney badhai sandesh bhi nahi bh	1
722350	Sir me sirf apka hi news channel dekhta ho Because apka channel always sachi news dekhata 	2
709187	Samay Samay ki baat hi rathee ab ModiIsNoDivider timemagazine ispr kch bolne ki himmat 	1
723489	Koi faida nahi bhaiya yeh chutiye automated message hi bhejte rahe	0
706838	Sparklers Ms Hoke and Mrs Koistinen are retiring What a blessing they have been to us at Thank you for all youve done 	2
732635	tintin lindsay freaks n geeks i LOVE her would die for her just so cool literally minds her own busin	1
725888	Congress party bhi media balo ko dhamki dete the Khud ka jab government 	0
730450	a mirza kyon matlab English zubaan mein Dua karte Hain unki Dua qabool nahi hoti had Ho gayi hai Allah to 	0
722605	se jayada BJP fake WhatsApp and websites advertisers heir karke rakhe hai Hut Modi tujse ye ummid na 	0
703570	Satpute Awaaz ghai Can we buy at this le	1
741232	Khan sb ko Modi ne is liay nahee bulaya k agar Khan sb aajayeng tou INDIAN MEDIA modi kochour kar K	1
713198	HAPPY BIRTHDAY PFLUKE I WISH YOU A GOOD HEALTH KHRAB MORE PROJECTS TO COME NA HAVE A LIFE FULL OF BOUNTY MO	2
715967	Desh mai Karib crore muzlims hai and ko pure desh mai sirf crore votes mile matlab wanha bhi 	1
709323	For me The Best moment was when Prithvi Singh Says LAUNDA SERIOUS H Totally loved 	2
710337	i swear this person is my fav walla im nothing without her in my life im really grateful to have her as my si	2
709341	Aapne kaam kiya hai isse koi inkar nhi kar sakta lekin Aapko vote isliye nhi diya Kyuki aapne itne galat deci	2
745057	EXTRA BIG Parang pagmamah ko sakanya HAHAHA AYIEEEE Love you Nay Z ZsaZsaPadillaDivaDivaUST	2
727797	thoda sa AUKAAT dekh lena chahiye apna tujhse to ka kuch ho nahi sakta BC Fuc ki	0
708642	Hume gurav hai ki shreeman pm modi Ji jaisa es new hindsthan ko sab ka sath 	1
709329	Ye Qanoon eFitrat hai Social System jo Khuda n design kiya is m Mard ko hi agay chalna hai wo d	2
715582	taseer Happy birthday to your Shaheed Baba Who spread the message of humanity Being a great hum	1
708206	dramebaa Yeah they want power Anyway your msg for the dhongis is perfe	1
703197	Hahahaha Allah aisey Maulana Sahab Se kaum ki hifazat farmayee Ye Mudde uthane na	2
719159	O kutte k bache tum to ho hee hram khoon aur zana ki aulad Tum se Pakistan k topic pe kia deb	0
701132	sonu Bjp ne more than tickets diye the ek ko bhi vote ni diya tum logo ne vote doge co	0
720234	Am Mowglu Mere roney se Meri Maa Bahut Khush thi Mere roney se Meri Maa Bahut Khush thi Jab Mai 	2
738348	Kabhi apne paiso se bhi Saifai me Randi Nachwa dete Toh aisa nahi hota Humesha Sarkari maal udane 	0
725280	Because eid is around the corner I cant wait to buy pyari pyari colourful choorian myse	1
724029	SWARAJ Aap apni bhasa pe sayam ra	1
700591	ab ye btaega isse pucho tere jiyne b MLA hai usme se gina hindu MLA kaunsa hai teri muslim awaadi wale ga	1
716289	commander Ladkiyan cigarettpeeti hui kitni attractive lagt	1
735703	Chahye In ka hisab Allah pak khud kry ga inshaAll Pehle I thought k Shia are those pe	1
725889	Va this the spirit anjali Vaise iska hal bhi dhobi ka kutta jaisi hai abhi ye kidar ke bhi nahi r	2
718276	Aaj ke time me study boht mehengi hoti ja rahi h agar study mehengi ho jayengi to hum jese logh padh nahi paye	0
719112	Isme kaha pata lag raha he ki ye modi rss k log he matlab koi hindu kisi musalman ko maare to bjp r	1
727339	HAHAHAHA its funnycause its t	1
713890	Great to see you guys ba	2
702372	I just need all the Major all the time H	1
717808	Rehne dijiye Rubika ji bechara bada educated aur knowledgeable lagta h regarding social med	1
720315	Tumhari samajh se bahar ki chhez hai apne ghutno par jyada jor mat dalo and go to kitc	0
709555	lol modi ke interviews haha dhokebaa hai m	0
719384	BJP ki seat ane pr agle din GST registration free Jay MAA bhar	2
741535	E vm zindabad bjp ko koi defeat nahi de sakta chehe jitana bhrastac karo or murder politics me sb jayaj 	0
714182	Ahhh this is so nice May Allah grant Salah and Mane everything in the next life ameen As for in this life ya Allah strip 	2
729827	Ye jahalat nahi to aur kiya hy masoom bachon ko bhi Adis horahi hy HIV vaba ki shakl akhtiar kar c	1
707703	bakwaaas there is so much love in friendship people forget t	1
720063	Blockbuster series ki waat lagaye ga Iss ko Bahubali me bhi lelo usko bhi flop karwa d	1
744779	Sir ye log randi aur bharuaa se kam nahi hai Ye sale harami log deshdroh hai Mai galat word esiliye nikalta h	0
728270	Teri G ku jalri h Tujhe mtlb Katrina maha fuddu actress hai aur ye admit k	0
719200	by two surat me employment hai by two even you can mail your resume mil jayegi aapko nau	1
702877	But chootiyas like you just keeps increasing Bakchodi band 	2
708940	by two Sindhi se tum saans lene ki hawa nahi chura sakoge fans to duur ki baat 	2
703438	sir Aap ki Kadi mehanat say Ye Mukaam Pradesh or Desh ko mila hai pranaam hai aapko Rajeev Mishra Maharaj BJP Uttar Prad	2
714498	Pakistan ke captain ki statement sach saabit ho rhi h pehla hi match buri tarah se haar gyi Shi kha tha sarfar	0
700577	u do things for ppl u adore because u just want to its not a transaction its not give take u do because its what u r 	1
726081	Tu khelna chodd dega Hum dekhna chodd denge We love uh infinity MSDyn Dhoni Th	2
713240	Bea Iske zimmedar wo harami maulana aur algaowadi neta h jo apne bacchon ko foreign mein	0
739403	Ofcourse Not haram khor unlike ur leaders Certified c	0
714078	uncle aap ko chutiya bnaya gya h ye video doctored h apke modi prem ko dekhte hue aapko bheja 	0
715839	WelfareByDSSVolunteers Walking the path of humanity as shown by Saint Dr Gurmeet Ram Rahim Singh Ji Insan the De	1
730024	HUYYYYYY Yung crush ko sabi niya sakinIm just waiting for youpota i felt that har	1
719928	IA India Aapki shahdat ko shat shat Naman vande matram Bharat Mata ki 	2
740753	Chawal logIntahai chawal logPhir aaty hain wo log Jo WC ki baqwaas kar rahe hainYe in logon 	1
722514	Kesering turun di El Pozo jadinya bar	1
714628	Kehne matra se bench ko sthagit kar Diya gaya aur fir ek mediator ko introduce kar Diya ki ab sarvs	1
734236	Ye asal mein naye khiyalat Hain Islam ne tou taleem her musalman per farz ki hai taleem nahi h	1
725608	Hats off you Paaji Bina kisi dar ke aap hamesha Sach ko saamne laate ho aur yahi ka D	1
712145	Me playing Yoosungs route HES SUCH A CINNAMON ROLLMY HEAAARTTBaby boyMUST PROTECCCCC	2
704579	BHARAT My favorite being human Bajrangi sultan salman khan film bharat th June dekhna na bh	2
715493	Modiji ko Dhanyawa aur Suresh Prabhuji se prarthan Well please ignore that Thanks Sushma Ma	1
709239	One kind word can change someones Entire Day I am waiting for your Love n Smiles from so long	2
737566	agarwal He was no where during elections Jaise BJP election jeeta ye prakat ho gaya with his aaltu	0
737829	Fahad Mustafa ne pure Pakistan ko Truck ki bati k piche lagadia hain aur phr ye awaam bhi Subhanal milna k	0
740240	sanskari bohot sanskari phir ate h jo fuck ko f ck likhte hsoo sanskari they 	2
732512	Merut me Jashn Mnane Pe Jise Mara gya Mullo Ne Wo Hindu tha Delhi me BeTi Ko Bcha	1
739695	Ayushman bhai salute to u ghajab h brave atte	2
730098	makinde ageBeeka was good Was very very good I mean same same level with a	2
733854	Mcx Sharma Ye ladkiyan khud kuch efforts nhi krti Aur fir kehti hai why are you single Ab mai voh launda toh hu nhi Jo it	1
723264	I found this awesome recording of Main Teri Mohabbat Mein Pagal Ho Jaunga on Sm	1
726976	Bewakoof orat ho tum or kuch nahi agar orat ho tu wesey tu fake he hey account y	0
713051	yuvaou ke chahete Mourya ji ko pradesh ki bhari jeet ke liye bahut bahut badhai our dher sari shubh kam	2
741167	Kya hua upenderj kaanha Khun Ka Nadi bah rahe Hain lovi Ka yahi hal Hota Hai BJP aapko sal min	0
743079	Media sahi se kaam krti na sir to govt bhi January mein hi ye report de deta lekin media ko hindu musl	1
733114	Hahahaha Look who is talking Jo jhoot moot k bimaar ban k bahar baithay ha	0
741743	best animated AND best superhero film ever made FAVORITE AWAY CUZ YOU AINT WRO	2
718895	Kya iss jit se Hindusta ke future par koi asar padne wala he nahi mujhe nahi lagta Kyu ki jab koi admi national	1
727995	All Im looking forward to inshaall	1
711045	Tu taran Adarsh se comparison mt kr a	1
728679	Karwahi nahi ho rahi hai or bar bar jan se marne ki dhamki di ja rahi hai Up sarkar manwar yogi Adith nath Up	0
729288	Sir KO MHASACHI BNAIYE MODI KI BOLTI BAND KR DE	0
718768	Intense dear Jodi This is one of those times when Id love to know the next scene Like all great s	1
730144	Pradhan panauti ji South Africa ko to aapne lapet diya Ugla number kiska 	1
725742	Viswas rohit kah raha he teri khopdi etne chhed kerenge ki teri khopdi khopdi na	0
740864	hindu Aukat dikha di logo ne is antinationalist ko shoot kr ke aazadi deni cah	0
737091	PPP Khuda ka naam lo Nabi ka naam lay kar her cheez ko twists karlo Saudia or Emirates 	1
720748	kab se celebrity ban gaya Flop actor hai wo koi pehchant bhi n	0
722752	Sir mai aapako aapana hero or aadarsh manata hu or mai aapase purna rup se dudaker desh ke hit me a	2
702848	who Isko chupake rakho BJP ticket na dede i	1
726035	paresh siddiqui Apne baap Yakub Menon ka Nam sunkar chup ho gya bsdk ka pi	0
737848	jaishank Bhai tu jyaada akadna mat Tera baap minister bana hain tu nahi Get it Tha	1
724285	agg Heres my Jhadu ki Jappi Hope it makes you feel bet	2
715624	Isko gay bolke tune LGBTQ walo ki insult ki 	0
708259	girls like you is echt ZON leuk nummer en dan komt opeens die schijt van cardi b sorry maar hoezo kon niemand	1
708193	You are doing great job just ignore them Ramjaan k samay pura din bhukhe rakh kr aap 	2
730128	Lekin Ganga Maa jab bulati hai to Modi ji jaate hai You anti national	1
721889	Me Wajjo its Khann Aw that is so sweet of you zaror zaror InShaA	2
701366	Its so nice seeing the glowup of people after MayhemCongrats guyswohooo Bbye Tired Y	2
724996	मर चमपरण क शरRadhaMoh Congratulations Bhut Bhut Badhai Aur Subhka	2
712576	Chai bechna bhi Koi Sharm ki baat nahi Par tere Jaise Kaamchor Nithalley vellley Ko bus Pappu 	0
713134	Lekin tumhe matlb ki baat isliye pta nhi chlti kyoki	0
744556	Abe nhi tum sab chor ho be jab saale tum jeete to aache kaam ki wajah se jeete or jab harne ki baari aayi 	0
718878	BC Bakchodi ki bhi seema hoti hai ek kuchh bhi kar kebehan jaisa maan ke thappad maaraYe saare BJP wa	0
727542	Bro delete kar do ye chutiyap Inhi cancerous cheezo ke kaaran maine nahi banaya acco	0
740622	teri ma ka loda haram kr lode fte condom ki pedaish sale kutte ke b	0
721817	But Bhai unke samne starc Cummins Coulter Nile the Best pace bow	2
741772	Aap log opposition main ho kisliye Tweet karne se Dal sashti ho jayegi Itni haar ho chuki hai frvi samajh ma	0
730985	Jai Shri Ram is slogan of Hooliganism But Kashmir mei agar rehna hai AllahO kehna hai is slogan of Revolut	0
707483	G Hindustan Mein Hindu Muslim Ek dusre Ke Dushman Kabhi Nahi the ye To kuch political	2
736584	Mina my f ngimele kuthi ngibe ne mali then under the knife I go Lento ye gym is not for	1
717349	najar So tragic and indefensible My love and compassion to you and your family I wish I could offer mo	2
704893	rishu Aisehi log hai jo har legend ko bura bhala bolte hai yha tk k God of cricket ko bhi 	0
716234	Congratulations Jeet We are all very proud of you You did it You are finally an engineer pennenggrad 	2
733156	Police shivratan Ganj Thana ki vyavasth Dekhi Jaaye yahan Par sunwai Nahi Hoti Hai Kisi ki sale Paisa kha kar 	0
729542	Dunia mein Gatia Se gatia Kam Kar liye Magar kabhi Wow nice post thanks for sharing wali Harkat nhi 	1
