uid	text	label
1445	सुनूँ चंदा make a gentle and nice relation with someone लाइफ में किसी क सहारे की ज़रूरत पड़ती	1
5440	सुनूँ चंदा should ी hope fr the bes	1
7229	वो हूँ Cricket World Cup starts today Good लक to hosts in the tournament hope for a good 	1
27364	Family background का केह नि सक्ते कॉज कई लड़कियां फेक नाम साई िदश बनती ह n pics upload करती बिना घर वालो की इजाज़त क	1
40382	Mp साहब dr मनोज राजोरिया ग को जीत की हार्दिक सुभ्क	2
27897	कोई अपना नहीं घूम क maare murdered raped fucked shredded to bits है	0
35758	Back to अगेन करते चोप्पड़ ठाट कोल्ड क्विकली Feels good तो फील गुड व	2
38461	RT सादजी किसी ने भेजा ह आपके 	1
32467	नितिन गडकरी सर् बधाई हो सर आगरा के मेयर को समझाओ कुछ करे मोदीजी राज इस रामरज 	2
33309	रत दिल्लीडूर थिस painting has famous Indian ads hidden in it Which is तने favourite symbol of an ad you can spot Anyone	1
10989	ी ’ m सो फकन पिस्ट I lost my damn YSL sha	0
18753	ी give Araki a lot of credit for हाऊ कुछ detail and work goes to making his characters Then again hes been at 	2
25483	मोदी जी ये सब तो होता रहेगा लेकिन पहले राम मंदिर बनवाओ धरा हटाओ Hindurastra घोसित करवाओ Lo	2
13396	पागल कुत्ते के सामने रोटी डालना सही नहीं है यह शोले में ठाकुर साब बोलके गये the logbog साल	2
7897	RT समललस्सब िम सो PROUD ऑफ़ यू 💚🎓 ई लव यू congratulations to यू all your hom	2
26915	Muslims muslims muslims जब मुसलमा को ही उनकी खुदकी इज़्ज़त की खुद के देश की खुद के होने की खुद की नस्लों 	0
8238	अखिलेश हद्द है कमीने पन की आपको पता है ये केव जेल गया है ये बिना आर्डर ke railway platform 	0
28701	Its not विश्वास थत ु guys want इतस मोदिजि थत ु डोंट वांट Even if God comes and t	0
40128	Party and candidates nahi देखे होंगे बस मोदी को जितना हे कर के वोट 	1
14505	चौधर न्ही ग हम आप की तरह नही हे पटवारी की ओलाद हम Pakistani he और Pakistan सय प्यार कृत्य	2
22273	नरेंद्र मानकगोप तुम कभी नहीं सुधरोगे fact check फिर बात कर चूत	0
35558	ाबपनंद जय श्री राम हज़ turned out to be the वन्दे Mataram of the दय िरजद	1
8199	best wishes for world cup and ईद मुबारक to you फ्रॉम मुज़फ्फर हसन National general secretary L	1
2144	सकसुशील आर्थिक मदद नहीं वॉ Pakistan की आवाम का हक़ था और यह RSS ke propoganda publication अपने पास ही 	1
23844	ये काफी है की हम दुश्मन नहीं हैं Wafadari का दावा क्यों करें हम – thinking about Someth	1
8910	Actually इनके पास अब नाज़ करने के लिए कुछ बचा ही नहीं है तो हक़ीक़त पसंद b	0
33576	RT No ओने में तरीना find the perfect waterme	1
28206	match ज़रूर देखना दुःख फ्र झलना ये खेल है टैलेंट का न पर्चियों का base	1
32666	जुन्ग्कूक He sort of like caused my लव for Pomeranians 🥺 here is a picture of her with her chew toy in her li	2
26044	awwwie thank यू लौ गुड morn	2
19034	RT You mean our problem was being democratic विवेक तुम जो कटोरी मैं attention की भीख मांग रहे हो उसपे खून लगा 	0
13152	Greetings to dearest friend shri ji on their birthday माँ आशापुर ब्लेस्स you with lots of love ha	2
17992	रत ीाम वांदा In this month of Ramadan all my positive heart desires and prayers for my family and friends will be granted इंशा अल्ल	2
23129	RT मारवाडी रोशन ोये रोशन मेह JCB की खुदै देख क आया र	1
15581	ज़ीनेवष रजतशा िंसिंदीअ यादवाख अरविंदके आल d oth	1
8604	RT spotter ये सिर्फ पौराणिक कथाओं में पायी जाती थी वास्तवि से इसका कोई सम्बन्ध नहीं	1
20097	RT BJP leader Vishwas सारंग in भोपाल तबादला udyog Congress की सर्कार में फैल रहा है विधायक इस व्यापर के केन्द्राबि पर	1
5225	गुलबुखा तुम apny Indian की फिक्कर करो पाकिस्तान को हम खुद dykh lyngy मुक्ति बहिनी नहीं b	1
31039	रॉलगंड ूप की सर्कार जिसकी बुन्याद पे तिकी ह वो आज अपने मुकाम पे पहुँच गयी लघुसन की देरी ः फ	2
41953	अलविदा JUMMA मुबारक तो आल दुआ की गुज़ा	2
43996	मलखेट्ता सर ये मोदी के नाम पर वोट पड़ा ह आप कभी औ यमुना नगर की Rajiv garden bank calony में देखो लोगो 	1
18866	लंबालक जयदा ज्ञान न पेलो और डेमोक्रैस का मजाक उड़ाना बंद करो थोड़ा competition देते और ये बात बोलते तो t	2
28950	नौशाद गावहार खान भाई अंकुश खुश रहो Ill pray for ु सोज़ I क्नोव नफ़रत से कभी क	2
36545	Now this ी टू मच अब सारे ट्वीट अरसल के support में 😠 जब जिया का मन नही एंड वो चाय नही बना सकती यासित के l	1
2745	सरदानर जाज़ साब को सालो साल के pending case को सौलतिओं में मज़ा नहीं आता इनको to public paise monthly केस मिल	0
38245	RT SecretOfPositivity गुरमीटर पापाजी धन धन सतगुरु तेरा ही आसरा गुड morning जी मुगजी 	2
31302	• She is not a बची piece or माल • शी is रे	1
11709	RT मत कहो दिल से तो नहीं हो और वैसे शकल का तो मझे पता नहीं बूत ऐसा मटेर नहीं करत	1
20225	thx to every single memer for making our day ु गाइस r amazing 😄 जस्ब जिन्दाबा  जसबकिकुड जसबक	2
34859	RT Nonstop hoga entertainment par कौन देगा performance सबसे बेस्ट Watch out for SRGMPLilChamps SatSun PM बेंग्	1
42434	शायरी हेरे कन्हैया तो फिर जो आतंकवाद उसकी जात मुस्लमान क्यू होती और जो all ready मुस्लमान ह वह यह बात	0
23986	तुम हमे यूँ भुला न पा	1
37553	Soul Tony stark का दिल तोह ये लेके घूम रहा है	2
4443	गुंडे साले ै hall में बैठ क ंत bhonk बे योगेन्द्र aukat ह to Gurgaon क किसी एक बंदे का	0
37414	Bengal बीजेपी में तमस के कुछ ग़लत नेता अपने एप्प को बचने को जोगदान कर रहे हे इससे पार्टी का support barne के 	1
26700	रत एमएनआईओ ी ’ m actually not that arsed about Liverpool winning it good on them The Premier League joke still stands they already had	2
19318	हैप्पी बर्थडे pretty girl 😻 thank u for all the good agnes memories cards soon हाहाहाहा एन्जॉय your d	2
19685	ोरयामाकब जन शर्म और हया की क़ीमत लगवाई है इस लिए to इस कुत्ते को ये seat miliy हर हकूमत क talway chatny वाला है	0
16219	पपबजपई सर लाइफ का एक सपना है कभी किसी दिन आप से एक मुलाकात करना लोग नेताओं क फैन होते हैं मै आप 	1
14905	रत जावेद्जा ीामसरक मिज़ाज शर्मिंस thank you dear Shahrukh for योर love and encouragement 🤗🤗	2
13262	मेरे भाई यह शरीयत तो पहले से ही इंडिया मई सिर्फ मुस्लिम्स के लियह है और रहेगी इन्शाल्	2
33719	बेंग्सल भरथ भारत लोवेउसल 💋 superb look very hands	2
30635	or बोहत पख्तूनों को Pashtunistaan का नशा चढ़ा हुआ है आज कल होश में आ जाओ वरना सच की मार् पढ़े गए इस 	0
26753	धूप आरती श्री Sai बाबा मंदिर शिर्डी में बाबा Bless all with all the happiness of the वर्ल्ड ॐ साई र	2
9677	अमितशाह Amit शाह जी please Jet Airways ke employee ke बारे में कुछ करिये परिवार वाले बहुत परेशान है भूखे मर रहे 	2
20043	abroad property रख कर छूपने wal respectfull hota हे अकाम ने पनामा Harami वसीम अब्ब	0
27049	Respected rahul सर dont disappoint you ु र a great leader आप की सोच 	2
19215	same 😂 did you watch the बेट ों में परफ थे choreo is kinda sexy but it fit Shihyun so m	2
4647	जय बजरंग B	2
41076	Good वाला तो सही h थोरा बट बद का last अजीब 	1
4034	हरामज़द हमारे टुकड़ो पे पलता है हमें आँख दिखाता है कुत्ते तू पागल हो ग	0
25360	RT गांगुलिस हाय एंट्री हो तोह ऐसी हेरोवाली बेस्ट part of todays episode शहीरस एहरिश	2
33442	SSidhu कपिलमिस िन्द Inse न हो पा	0
24139	ीैंसरक माय year old declared her record of watching बादशाह on TV times Claims to be your biggest fan She 	1
18846	यादवदिम नहीं मूत sorry health department sare hospital बंद करो सब को पहले घर का gaumutra दो सब bima	0
29030	मैं प्रियंका प्रकाश मोदी दादा की पोती मैं उनसे कहना चाहती हूँ की इस बार मेरे दादा ye v सपाट ले की दह	2
22594	RT Its not easy to make it easy ❤❤ लव ु bhaji हाँजी कीड़ा लागय मूवी चंडीगा जिना न्य 	2
12417	सरदानर आजतक सर ये इलेक्शन कमिसिओ को गली नै de रहे ये govt Employee ko गली de रहे Jo election करता	1
31335	तू बहुत पीटेगा एक दिन बे चूतिये सेल तेरी हिम्मत कैसे हुई voters ko इडियट्स बोलने की अबे उज	0
39578	hi pmo गुड morning मोदी जी से एक बिनती है हम लोग फेसबुक पे उनके लिए दिन रात लगे रहे मोदी जी क p	1
36320	रत अनमोलरत 🔝 सलमान खान ✖╭╮✖ बेस्ट fight ✖╭╮✖ scene 〣 ºΔº 〣 movie See 🔝 Instagram photo by ✖╭╮	2
14490	फौजीदिल मदेर्चोद भारतए सैनिक लिखता ः हरामी औलाद हिन्दू होग्या बीएस देश भक्त हो गया किसी भी गली तेरी m	0
7639	शतरं अरे ये मेरी दीदी depressed Ho गयी 😨😨😨😨😨 बेचारी चलो दिन में रर तो बंद होगा और ये tweets कुकी m	1
37806	RT ालिनाड्य चलो goiz followers होगये हैं अब मुझी उनफ़ोल्लोव mt krna वरना अल्लाह pochy गे तुम लोगो को मुस्लमानो 😂 जिसको फॉलो 	1
27128	रत बिनसीई Google isn ’ t your best friend when यु ’ re sick belie वालीए है	1
18904	नरेंद्र दामोदर मोदी जी आल the best Vadnagar के कमलका बंशीवा शुभ हो आपका े ja	2
1681	talented as you ी thank god for creating such a perfect and generous person 🥰 I pray that you will continue to	1
28730	सच कह रहा है दीवाना दिल दिल न किसी से लगाना झूठे है प्यार के वादे सरे झूठी है प्यार की कसम	1
1936	सर्बोच्च नवीन ओड़ीशा Thanks सर हमारा उमीद ाही हे 🙏 जय जगन्नात swami	1
10559	पुबज नि खेलता टिकटोक उसे नइ करता सुता नि लगता Girlz ko DM नि करता Will this society accept	1
15663	डॉजिटेण्ड नमस्कार सर जी मेरे और से आप को एक रेकुस्त है लखनपुर से सतवारी चौक तक street light का 	2
22673	चित्रो आजतक जो बीजेपी के साथ नहीं वह atankwadi h आओर जो हिन्दू आरएसएस के साथ नहीं वह देशद्रोह है आज कल	0
17068	चित्रो सब्दो के मरहम से ये गहरा जख्म दूर नहीं होगा इन बच्चों और बच्चियों को भवभीन सरधज और पा	2
16439	रत कुटीपे ीम सॉरी ई कैनटी say that Tailor ny ईद के कपड़े खराब कर दिए है	1
24809	ुप्पोलिस सोच ः इन लोगो की घटिया जो गरीबों को मार r	0
12827	नरेंद्र मोदी जी इ जिसके पास ज़मीन हैउसे तो आप किसान सम्मान निधि योजना दिया सालाना देने 	1
6161	Thank you so मच दातो inshallah will celebrate the th star टुनाइट 🙏🙏 इन	1
20134	RT लबी लंदन ज्वाइन us tomorrow for the opening night of our new exhibition Networks of Knowledge showcasing the institute ’ s Library a	1
18960	Tum चुटिया हूँ gandu cogress हरने वाली थिस सुब को पता था इतने बुटी तरह हार्नेगी नहीं पता है ल	0
2018	बबमारथ कोरसमा अरे भाऊ इस bar budget काम हैं न 😂 Lonavla se direct goregaon filmcity mein सेट लगा है	2
42965	पीयूषगो manniya गोयल जी Avdhesh duby को जेल में डाल दिया कृपया टरैनो मैं जो tte nd police ने जो लूट	0
21441	हान्ने ो Saurus ी get the intended joke it ’ स जस्ट not funny Not my sense of humour anyway those crazy kid	1
32574	ाह This is so cute 🥰 ई लव these two	1
617	Jai श्री राम ममताजी प्रणाम आप सीन मुख्या मंत्री bank थे आशीर्वा जय श्री 	1
20345	अभी वौइस् दरम कीर ई proud where Im from लव यू मोदी ji finally you make digital in	2
39591	बातें खत्म ही न होती तो बात ही न होती वाली journey is less hurting than when they ask you to leave for no rea	1
7613	ो हेलो कौन हो आप व्हाट is your identity out side west Bengal Through out the country and in t	0
38713	आचार्यप Pramod तुम को ाचार्य की पदवी किस ने दी गधे को ाचार्य नहीं बोल सकते तुमको तो ये एक किस्सा m	0
35265	कमालऱक भाई अजय didn ’ t have good last few movies point taken अक्षयकु is doing great with continuo	2
15010	अनिलविज्म सर मेरी वाइफ को hafta हो गया hospital के चक्केर लगते आबि tk doctor ने कोई मेडीसिन नही दी 	1
34399	Kutty हरामी नमक हरामी गोऊ back to af	0
266	अडवाई प्मोइनदिअ ंप me govt कमलनात की h Wese एक or video viral ः जिसमें आपके शान्तिदू भाई एक दुकानद	0
16713	सरदेसाई बेशरम कितना बार तप्पड़ कयेगा तुमारा anti national हिन्दू मुस्लिम दुकान भंड होगया ब	0
28907	विकसभा फेक video अन्ध भक्तस are forced to circulate to increase popularity r	0
22798	लव the smell of air back at होम ध	2
26042	पेप्सी हेलल येह Does this mean Pepsi Vanilla is coming back I miss it so m	1
36095	ज़ीनेवष दिग्विजय जी को तो ऐसे ही चुनाव में हारने का टेंशन अब दूसरा भी टेंशन दे गया is संत ने वो ये 	1
23804	RT भटनागा Shes So हैप्पी 😭❤️❤️ हप्पी	2
14239	जेवर airport विमलेश जी यह अपना वादा नहीं निभा रहे पहले कहा की िफ़ u purchase any land will be stamp d	0
21196	दसमीर अब हमारी रक्षा तो भगवन ही कर सकता है क्यू की जहाँ का सिस्टम सर्कार ही आरोपियों को बचा r	1
34663	Congratulations Hon Prime Minister on your victory We want ur back न now finally ur back with प्रचंड बहुमत	2
29280	सरदेसाई इसका तोह कोई भी वीडियो या ऑडियो देखना ही नहीं है बेवक़ूफ़ आदमी है ये इस	0
31391	रत ालियाहज वतफ are pretty eyes आईज अरे फूकिंग आईज This video is actually so annoying imagine what other ignorant shit she be	0
37666	दिन बाद Iqbal k शहीनो को Advance ईद msg send करने का धोरा पर जन	1
14014	तुम अपनी तरफ आने वाली तकलीफों को अपने गुनाहों की सजा मत समझना मेरा अल्लाह बोहत मेहरबान है वो बदले नहीं	2
40785	BC light काट दी अभी तोह शुरू भी नहीं हुआ match UCLFinal दिल्ली ऊपर से गर्मी ने अलग मार रखी	0
20844	ाबपनेवष ाबपनेवस्ट राहुल Gandhi को चौकीदा चोर है का नारा बहुत भारी पड़ गया कूकी वो खुद ba	1
24005	RT Stuffs Salman will continue to fuck योर चिन्दीवा फ़िल्म्फरे सो best of luck to you तू मोठे bha	0
39372	सत्यानेव ये साजिश हो सकती है बहुत बड़ी इसे हलके न ले सर्कार और सेना दोनों क्यों बोला उसने ऐसा इसको गि	1
23837	No one better than सर्क हिज charm his personality his स्वाग एक yessa हीरो जिसकी विलन role सबसे जायदा popular ho	2
23830	आचार्यप सर ये उनकी आदत मे शुमार भयकोट se media or देशवासी को भी पता चलेगक गन्दी नाली	0
42705	कैलाशो क्यों की ये ममताबा उस रावण की तरह है जो अपने आप को ही भगवान समझने लगी है ऐसे लोगो	0
39643	इर्शादभ तू वाक़िए BOHT ब्रा हरामी ही नहीं बुल क वाल्डो ज़िना की पैदावा है तेरी मान भी तंगज 	0
10743	Congratulations To our Hounarble prime minister श्री नरेंदर damoder dass मोदी जी हम सभी भारत वासी यही kam	2
38950	If you गिव में a free place Ill operate as official weatherman on day on your behalf ha	1
12785	केसी लोग हो ap yr लोग तुम्हे पाकिस्तान का मुस्तक्बी केह के फिर रही और उसी मुल्क के बन्दों को गालियाँ दो gy Shame yrr	0
17244	सरदानर अगर किसीका के नाम से entertainment करके कोई अपना पेट भरते ह तो उसमे बुराई नहीं ः बोहोत sare c	1
29990	RT रामभुरा पीयूषगो Rail मंत्री जी तत्काल वल ticket per charges क्यों लगता है ये सरकारी लूट बंद होनी चा	0
25861	Wey या में vales madres y नेता नि सिक्वेरा lo inten	0
33081	Gaze मूवी बनाई गई मोदी लव Dolly class fifth की कह	1
16812	Grad Walk at Kids are very excited to see and सैम Yeto graduating seniors in t	1
15664	इस it possible सभी सिचाती को दखने के बाद ंद साड़ी logical chz ke result को जाँणे के बाद ऐसा होना 	1
30624	ordinance ko टेअर करना bhi dictatorship hi थी हार को मानिये और मेहनत करके आगे बढे नहीं तो पता नहीं फिर क्या ह	2
37106	फहीमा Work hard you will come back strongly Allha has plan for यु इन्शाल्लह you will rock best wishes for	2
20437	प म इंडिया श्री नरेन्द्र मोदी जी को प म बनने पर बहुत बहुत बधाई हो k क patel Advocate faizabad मब	2
18938	तंविदोग What नॉनसेंस पहले श्रेनु 	0
24194	रत विल्थर फेक love worse than real 	1
16052	पूण Starr इन गढ़ों को बताओ ओबामा ab president president नहीं है और उसने बधाई सन्देश भी नहीं भ	1
22350	ज़ीनेवष सर में सिर्फ आपका ही news channel देखता हो बिकॉज़ आपका channel always सचि न्यूज़ देखता	2
9187	समय समय की बात ही ध्रुव राठी अब ModiIsNoDivider timemagazine ispr कच बोलने की हिम्मत 	1
23489	कोई फ़ायदा नहीं भैया यह चूतिये automated message ही भेजते रहे	0
6838	RT Sparklers Ms होक and Mrs Koistinen are retiring What a blessing they have been to us at थैंक you for all you ’ वे दोने 	2
32635	tintin lindsay freaks न geeks ी लव her would die for her just so कूल literally minds her own busin	1
25888	Congress पार्टी भी मीडिया बालो को धमकी देते the खुद का जब government 	0
30450	नदिअ ा मिर्ज़ा क्यों मतलब इंग्लिश जुबां में दुआ करते हैं उनकी दुआ कबूल नहीं होती हद हो गयी है अल्लाह to 	0
22605	स्वेतासिन से जायदा BJP fake व्हात्सप्प and websites advertisers heir करके रखे है हूत मोदी तुजसे ये उम्मीद न	0
3570	Satpute Awaaz हेमंत घई एहर्ष Can we buy at this le	1
41232	Khan सब को मोदी ne इस लिए नहीं बुलाया क अगर खाँ सब आजाएंग तो इंडियन मीडिया मोदी कोछोर कर 	1
13198	हैप्पी बर्थडे पफ्लूक I विश यू अ गुड हेल्थ खराब मोरे PROJECTS TO कए न हैवे अ लाइफ फुल ऑफ़ बॉंटी मो	2
15967	देश मे करीब crore मुज़लिंस है and को पुरे देश मैं सिर्फ crore votes mile मतलब वंहा भी 	1
9323	For में थे Best moment was when Prithvi Singh सयस लौंडा सीरियस ः Totally loved 	2
10337	i swear this person is माय फव वाल्ला i ’ m nothing without her in my लाइफ i ’ म really grateful to have her as my si	2
9341	आपने काम किया है इससे कोई इंकार नही कर सकता लेकिन आपको वोट इसलिए नहीं दिया क्यूंकि आपने इतने galat deci	2
45057	RT एक्स्ट्रा बिग पारंग पगममह को सकंय हाहाहा आईएईए लव यू ने Z ZsaZsaPadillaDivaDivaUST	2
27797	थोड़ा सा औकात देख लेना चाहिए अपना कुनलकम तुझसे तो रेअल्लीस्व का कुछ हो नहीं सकता बस Fuc ki	0
8642	कुमारीदी प्मोइनदिअ नरेन्द्र हमे गर्व है कि श्रीमान पं मोदी जी जैसा es new hindsthan को सब का साथ 	1
9329	मुनिराहम ये क़ानून ेफितरत है Social System जो खुदा न डिज़ाइन किया इस म मर्द को ही आगे चलना है वो d	2
15582	RT रोममत्त तासीर सलमानत हैप्पी बर्थडे to your Shaheed बाबा Who spread the message of humanity Being a great hum	1
8206	ुरस्मिले ड्रमेबा येह थेय want power Anyway your msg for the ढोंगिस is perfect	1
3197	Hahahaha अल्लाह ऐसे मौलाना साहब से कौम की हिफाज़त फ़रमाई ये मुद्दे उठाने नह	2
19159	तहसीद ो कुत्ते क बच्चे तुम तो हो ही हराम खून और ज़ना की औलाद तुम से Pakistan k topic पे किआ deb	0
1132	िमक सोनु अतिफब्जप बीजेपी ने more than टिकट्स दिए थे एक को भी वोट न दिया तुम लोगो ने वोट doge co	0
20234	सिलवटें ी Am Mowglu Mere रोने से मेरी माँ बहुत खुश थी मेरे रोने से मेरी माँ बहुत खुश थी जब मैं 	2
38348	कभी अपने पैसो से भी सैफई में रैंडी नचवा देते तोह ऐसा नहीं होता हमेशा सरकारी माल उड़ाने 	0
25280	माफकरो बिकॉज़ eid is around the corner I cant wait to बुय प्यारी प्यारी colourful choorian mysel	1
24029	स्वराज जिग्नेष्म गुलपनाग रॉलिव प्रकाशर आप अपनी भसा पे सयम 	1
591	आजतक अब ये बताएगा इससे पूछो तेरे जियने बी मला है उसमे से गिना हिन्दू मला कौनसा है तेरी मुस्लिम आबादी वाले गा	1
16289	RT commander Ladkiyan सिगरेट 🚬 पीती हुई कितनी attractive लगत	1
35703	डिग्री चाहये अह्मद्जव इन का हिसाब अल्लाह पाक खुद करय ga इन्शाल्ल पहले ी thought k शिया are those pe	1
25889	व this the spirit अंजलि वैसे इसका हल भी धोबी का कुत्ता जैसी है अभी ये किदर के भी नहीं 	2
18276	आज के टाइम me study boht महंगी होती जा रही ह agar study महंगी हो जाएंगी तो हम जैसे लोग पढ़ नहीं पाए	0
19112	इसमें कहा पता लग रहा हे की ये मोदी rss k लोग हे मतलब कोई हिन्दू किसी मुसलमान को मारे तो बीजेपी r	1
27339	RT हाहाहाहा ित ’ s funny ‘ cause it ’ स t	1
13890	अलिंदीअ ग्रेट to see you guys back 👍 थेतमा गखम	2
2372	ी just need all the Major all the time H	1
17808	रुबिकली रहने दीजिये रुबिका जी बेचारा बड़ा educated aur knowledgeable लगता ह regarding social media 😂	1
20315	जगद्वैष तुम्हारी समझ से बाहर की चीज है अपने घुटनों पर ज्यादा जोर मत डालो and go to kitc	0
9555	lol मोदी ke interviews ः धोकेबा है म	0
19384	BJP की सीट ane pr अगले दिन GST registration free जय माँ भा	2
41535	इ वं ज़िन्दाबाद बीजेपी को कोई defeat nahi दे सकता चेहे जितना भ्रस्तक करो or murder politics में सब जायज	0
14182	RT अह्ह्ह थिस is so nice May Allah grant Salah and Mane everything in the next life जमीन As for in this life या Allah strip 	2
29827	Ye जहालत नहीं तो और किया ही मासूम बच्चों को भी अदिस होरही ही HIV वबा की शक्ल अख्त्यार कर 	1
7703	बकवास थेरे is so much love in friendship people forget t	1
20063	Blockbuster series ki वाट लगाए गए इस को बाहुबली में भी लेलो उसको भी फ्लॉप करवा द	1
44779	सर ये लोग रन्डी और भरूआ से कम नहीं है ये सेल हरामी लोग देशद्रोह है मै गलत word इसीलिए निकलता ह	0
28270	तेरी ग कउ जलरी ह तुझे मतलब कट्रीना महा फुद्दु actress है और ये एडमिट क	0
19200	by two सूरत me employment hai by two even you can mail your resume मिल जाएगी आपको नौ	1
2877	तुफ़ैलेल बूत chootiyas लिखे you just keeps increasing बकचोदी बंद	2
8940	RT by two Sindhi से तुम सांस लेने की हवा नहीं चुरा सकोगे फ़ांस तो दूर की बात	2
3438	सुनीलबन सर आप की कड़ी मेहनत से ये मुकाम प्रदेश और देश को मिला है प्रणाम है आपको राजीव Mishra Maharaj BJP Uttar Prad	2
14498	Pakistan ke captain ki statement सच साबित हो रही ह पहला ही match बुरी तरह से हार गयी सही कहा था सरफर	0
577	RT ॉक्सवे ु दो things for पप्ल ु adore because ु जस्ट want to its not a transaction its not give टेक ु दो because its what ु र 	1
26081	तू खेलना छोड़ देगा हम देखना छोड़ देंगे वे लव uh infinity MSDyn Dhoni Th	2
13240	भी इसके ज़िम्मेदार वो हरामी मौलाना और algaowadi neta ः जो अपने बच्चों को फॉरेन में	0
39403	ालियुसुफ़ गाबीनो ऑफ़कोर्से नॉट हराम खोर unlike ur leaders Certified c	0
14078	विकसभा अंकल आप को चूतिया बनाया गया ह ये video doctored ः आपके मोदी प्रेम को देखते हुए आपको भेजे 	0
15839	RT WelfareByDSSVolunteers Walking the path of humanity as shown by Saint Dr Gurmeet Ram रहीम Singh जी इंसान the De	1
30024	HUYYYYYY Yung crush को सबी निया सकिन “ ी ’ m just waiting फॉर you ” pota i felt that हर	1
19928	IA अङ्गपी पिब India आपकी शाहदत को शत शत नमन वंदे मातरम भारत माता की 	2
40753	चावल लोग 😠 इंतहाई चावल लोग 😡 फिर आती हैं वो लोग जो WC की बकवास कर रहे हैं 😪 ये इन लोगों 	1
